"subject","activity","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()"
8,"laying",-0.38227406435,-0.436906885851852,-0.381110617277778,-0.783557644907407,-0.700955912407407,-0.641475419351852,-0.478129640612963,-0.671584871889074,-0.660078039018518,-0.788955693962963,-0.661107239366667,-0.835783937851852,-0.515514115698148,-0.745822606666667,-0.571635256575926,-0.737743142222222,-0.428716215683333,-0.140971562037037,-0.249407115203704,-0.351388565924074,-0.866102187962963,-0.610891946685185,-0.359039579172222,-0.579854014462963,-0.666267083722222,-0.936046248518518,-0.624324310074074,-0.584051416148148,-0.347097414114815,-0.156758358946296,-0.765352372648148,-0.316467760031481,-0.39419144637037,-0.194113290028889,-0.653281445835185,-0.571647522918519,-0.884395592277778,-0.3302393545,-0.405043580351852,-0.520544438724074,-0.726808323025926,-0.978076935537037,-0.999360485,-0.840217105037037,-0.415677837798148,-0.347144536074074,-0.567062777209259,-0.281613327831481,-0.632993218518519,-0.680875290253704,-0.470752859272222,-0.26228959162963,-0.760953489111111,-0.518770832018518,-0.539589660907407,-0.435403111981481,-0.0950517181277778,-0.247186400424074,-0.288802103555556,-0.0712561750981481,-0.246889872562963,-0.370776209687037,-0.808142621296296,-0.540522774425926,-0.178627054388889,-0.191305942187037
9,"walking",-0.564273012730769,-0.947544029423077,-0.756125954269231,-0.280164736853846,-0.422918629730769,-0.913487733134615,-0.773389259942308,-0.817706240807692,-0.401615741346154,-0.0891476154903846,-0.452784524296154,-0.678354507692308,-0.386846663873077,-0.825135266538462,-0.557279564423077,-0.192418309519231,-0.451399866615385,-0.829088725961538,-0.705609561326923,-0.731192394807692,-0.628787564838462,-0.621144858784615,-0.678583696576923,-0.763430885173077,-0.501361690153846,-0.496518559269231,-0.287935445538462,-0.181014536634615,-0.458735199019231,-0.440208280363981,-0.367992162528846,-0.70569056,-0.465207378923077,-0.374425403019231,-0.117518206034615,-0.526411334615385,-0.649369484440385,-0.980660341153846,-0.858700958846154,-0.641315002903846,-0.589646731461538,-0.415159620140385,-0.637945363615385,-0.996548865,-0.638498244403846,-0.392903689063462,-0.471185565648462,-0.237249590538462,-0.136918372767308,-0.564126533153846,-0.572297717192308,-0.292493819688462,-0.916417967557692,-0.435441619044231,-0.162742902815385,-0.704575670230769,-0.947370943653846,-0.450120377692308,-0.726183587557692,-0.754715337288462,-0.561025193980769,-0.222812122346154,-0.476443282423077,-0.487357982567308,-0.566354155307692,-0.904190677884615
9,"walking_upstairs",-0.776248808836735,-0.965526058571429,-0.535694360693878,-0.268811375234694,-0.690084785097959,-0.982462475306122,-0.630707165567347,-0.954413828367347,-0.614049999591837,-0.188795929632653,-0.256202887673469,-0.596155864489796,-0.575511255244898,-0.531062157163265,-0.235119499530612,-0.325144956883673,-0.628790673897959,-0.62747041244898,-0.953370751428571,-0.721042357808163,-0.572538750332653,-0.479392828265306,-0.861306246,-0.738082690463265,-0.42055723943,-0.293022579469388,-0.173863935,-0.420209742285714,-0.394303276016327,-0.162111915532653,-0.78004842,-0.594786787,-0.66814241122449,-0.551501097923585,-0.110688647816327,-0.229960181228571,-0.619842316326531,-0.834799141693878,-0.319116975370204,-0.341994539553061,-0.516709152142857,-0.558459555057143,-0.769920504408163,-0.866437708428571,-0.460460688489796,-0.505328374677551,-0.287155984934694,-0.130114868673469,-0.378489697513878,-0.428970810816327,-0.287826386571429,-0.172104794510204,-0.80172444222449,-0.611743087689796,-0.40537058492449,-0.701924180836735,-0.813011506040816,-0.711289099183673,-0.788282558367347,-0.705388152,-0.393839116110204,-0.0870431969795918,-0.308937324832653,-0.478295027285714,-0.705451779693878,-0.717720180816326
9,"walking_downstairs",-0.493750084714286,-0.784826705095238,-0.610376900047619,-0.517291938142857,-0.632028676633333,-0.768734826595238,-0.648894645564286,-0.944982944285714,-0.650201816190476,-0.148144136809524,-0.323717752479286,-0.56801145352381,-0.374792458166667,-0.535268039547619,-0.426112079095238,-0.0668963667619048,-0.361664673404762,-0.702900368333333,-0.800942736333333,-0.773546469880952,-0.407935467508571,-0.546075640928571,-0.84112804547619,-0.803831829285714,-0.5571704295,-0.31139967202619,-0.0173252204,-0.312926208611905,-0.568772130904762,-0.304106886497619,-0.699610999595238,-0.483428513071429,-0.691863235314286,-0.163348406142857,-0.269004338785714,-0.402389387,-0.658859718071429,-0.896028048571429,-0.597869906809524,-0.259941432404762,-0.490896417714286,-0.312163813007143,-0.66228784797619,-0.829668700428571,-0.687124212142857,-0.282296656361905,-0.196916982169048,-0.0914796867857143,-0.244011298738095,-0.576299617238095,-0.373041923140476,-0.0238344357690476,-0.971591903095238,-0.832974272857143,-0.461347621816667,-0.685247882214286,-0.916643178976191,-0.551758113571429,-0.94841313902381,-0.877833305714286,-0.382903580380952,-0.367645800878571,-0.444803216759524,-0.630718838261905,-0.436970772309524,-0.923441948809524
9,"sitting",-0.60544048173,-0.70904173244,-0.73726606482,-0.598325414386,-0.52024772064,-0.663807444066,-0.52817865348,-0.8679254451,-0.7636929762,-0.296717433538,-0.24664671968,-0.56840520596,-0.25911688074,-0.466463664582,-0.40942769152,-0.19555284986,-0.30309778094,-0.55042122448,-0.629153210538,-0.9018031888,-0.493559502212,-0.232977671602,-0.59620603754,-0.95736490762,-0.25720155178,-0.59845028574,-0.45780144186,-0.13027089606,-0.129987653368,-0.34156797672,-0.4379642015768,-0.79125599674,-0.8745037152,-0.48124724216,-0.24887348286,-0.18716803537,-0.62847702536,-0.8850532902,-0.47680691372,-0.390987412024,-0.68578233754,-0.380198933642,-0.42133083116,-0.82351917567,-0.69265575382,-0.41044426161,-0.560747438292,-0.42874575344,-0.091467741168,-0.31249012226,-0.7008777108,-0.43678423303,-0.9071818606,-0.7534473635,-0.46112885324,-0.7080905816,-0.8702297304,-0.663547547812,-0.60056956221,-0.9997561222,-0.8086530768,-0.57888082462,-0.580510605648,-0.448825058208,-0.471658835766,-0.72231519374
9,"standing",-0.503565982686667,-0.863867024866667,-0.996166964666667,-0.52159219872,-0.266272353604444,-0.860687882495556,-0.563629521933333,-0.741942673222222,-0.755689938244444,-0.177287217555556,-0.1400047192,-0.414324658422222,-0.403094330533333,-0.61005367,-0.570151520422222,-0.354659436466667,-0.424388685711111,-0.657763294,-0.503435939815556,-0.700740708844444,-0.573376131511111,-0.323862889704444,-0.607041441733333,-0.699546456024444,-0.46845607614,-0.861309938666667,-0.6419530134,-0.178717166405778,-0.301782545711111,-0.758611974444444,-0.310006862666667,-0.919555528888889,-0.733503553,-0.740485338906667,-0.209814830311111,-0.187956761844444,-0.380516362444444,-0.839776720448889,-0.462759705875556,-0.621284876955556,-0.713537190311111,-0.595633126244444,-0.624745056222222,-0.893523700444444,-0.720208087673333,-0.439888356977778,-0.757429522444444,-0.575087786155556,-0.0854795493777778,-0.498700316755556,-0.866353302288889,-0.667769909686667,-0.788495013866667,-0.867380769955556,-0.427032270624667,-0.496125558133333,-0.819448418444444,-0.819867158222222,-0.574197196555556,-0.669594445044444,-0.716529918666667,-0.306603594217778,-0.411503842933333,-0.218452159108889,-0.313894658577778,-0.580876703044444
9,"laying",-0.40151367214,-0.8277322993,-0.8602351043,-0.5561440956,-0.48677340082,-0.833359914509,-0.522262394952,-0.8585856398,-0.76566766498,-0.13812178871,-0.28299468376,-0.44595598134,-0.58246654062,-0.76328467512,-0.34772106294,-0.128909962932,-0.53133485028,-0.80935930518,-0.76084303556,-0.9767135006,-0.62747494209,-0.50056849468,-0.83611249728,-0.989259148,-0.44006054202,-0.35364161204,-0.15267540926,-0.1253844508,-0.37256049654,-0.34102822924,-0.58071485202,-0.76571964716,-0.6115736895,-0.341451326684,-0.059927554586,-0.223473934864,-0.4607113664,-0.68449157358,-0.518055049446,-0.254973913456,-0.320331484878,-0.24334324552,-0.7594144824,-0.90296521592,-0.41444778156,-0.23395264268,-0.244307742062,-0.113349605676,-0.048147002132,-0.4917489523,-0.50075125356,-0.27865473784,-0.80920067644,-0.6871504911,-0.3978538359,-0.422609073096,-0.71591113394,-0.45775228918,-0.83806035434,-0.9904184714,-0.415408038684,-0.39955325676,-0.65716645072,-0.630924891812,-0.477988088942,-0.79216889372
10,"walking",-0.641769583622641,-0.417248329922641,-0.54030233990566,-0.717703233188679,-0.46475128084717,-0.399573061962264,-0.623165162641509,-0.25533792805283,-0.626379688930189,-0.787630553207547,-0.649662799811321,-0.165553628981132,-0.441027214983019,-0.133279860603774,-0.297925304566038,-0.567458582543396,-0.466942971320755,-0.148141028056604,-0.506267299020755,-0.370659897849057,-0.811055136796226,-0.876694945301887,-0.481870984433962,-0.438620826371698,-0.150834925792453,-0.251467567575472,-0.462354362188679,-0.325353651828302,-0.0973944129584906,-0.114188661967925,-0.209700690069811,-0.649783020667924,-0.731496027396226,-0.828872608222642,-0.814692084716981,-0.535055180898868,-0.584873039245283,-0.322648334528302,-0.182861683903774,-0.294206066392453,-0.696424664177358,-0.948422523773585,-0.614996911943396,-0.473565293098113,-0.662884898264151,-0.842499770584906,-0.191493835354717,-0.349784166773585,-0.348536166789811,-0.199821989075472,-0.308977076896226,-0.441038640358491,-0.322314703645283,-0.693152065792453,-0.991979134716981,-0.634545536471698,-0.380308186964151,-0.595731527698113,-0.500904097528302,-0.407210673741509,-0.219976227188679,-0.54260885145283,-0.910130542264151,-0.786813316056604,-0.710764942716981,-0.316816418622642
10,"walking_upstairs",-0.602371192085106,-0.414898213510638,-0.684053675425532,-0.997648826382979,-0.592586309617021,-0.487193318212766,-0.72846585187234,-0.649753736943404,-0.653379031297872,-0.286067756170213,-0.20208974812766,-0.216025272029787,-0.436532410659574,-0.243672539042553,-0.615977936174468,-0.695763448617021,-0.423670181981106,-0.224327757631915,-0.326543186908511,-0.400608180723404,-0.806313697808511,-0.716664654914894,-0.483613804085106,-0.429675857595745,-0.153334905029787,-0.472609470255319,-0.833934830893617,-0.488666128942553,-0.0816193099446808,-0.354101626085106,-0.201323054489362,-0.831161479382979,-0.599366878468085,-0.877696845319149,-0.361040605148936,-0.3484520321,-0.466297566704255,-0.444939813310638,-0.124691198657447,-0.531152968744681,-0.758377815893617,-0.817604603531915,-0.547457373851064,-0.569209775914894,-0.847655185744681,-0.704217181191489,-0.306892153729787,-0.610382033412766,-0.406805723814894,-0.175786062638298,-0.43746988493617,-0.732179204617021,-0.575884221702128,-0.763816163744681,-0.723024428851064,-0.518878620617021,-0.428548097085106,-0.706622042234043,-0.435118825212766,-0.423163884319149,-0.526650855957447,-0.572476919361702,-0.801696132319149,-0.394464174870213,-0.502064793851064,-0.195731075255319
10,"walking_downstairs",-0.444626984921053,-0.302347610105263,-0.675999798315789,-0.963964089210526,-0.506130533578947,-0.152021345947368,-0.524859943736842,-0.399555149105263,-0.882130707368421,-0.607768273184211,-0.467832589973684,-0.142075915777632,-0.241131459815789,-0.196860400139474,-0.457545052342105,-0.661914196821053,-0.307352417605263,-0.267990782157895,-0.611664730736842,-0.693476452041316,-0.885082626894737,-0.701124628421053,-0.486140637397368,-0.80591563368421,-0.137263063105263,-0.387125908236842,-0.418985158463158,-0.234380384742105,-0.117056017473684,-0.341797846,-0.167161998372105,-0.568331567289474,-0.648349452815789,-0.998349080526316,-0.663914161473684,-0.456737982315789,-0.702099510905263,-0.505558799526316,-0.15631985,-0.212684857736842,-0.776659186978947,-0.740466013394737,-0.514394587078947,-0.493865306684211,-0.736108180973684,-0.782948370526316,-0.241507929684211,-0.398775659094737,-0.179131454157895,-0.184452038857895,-0.424908632015789,-0.454471438236842,-0.350892492544737,-0.694287021789474,-0.921279127631579,-0.684127220710526,-0.449279343921053,-0.586525111605263,-0.348581507868421,-0.775246638736842,-0.269483905289474,-0.534066443868421,-0.781779532105263,-0.643250265921053,-0.453276118605263,-0.488102041703947
10,"sitting",-0.782117234740741,-0.459000990962963,-0.453292304685185,-0.806738608703704,-0.729822634796296,-0.504900131740741,-0.744548730444444,-0.493351842037037,-0.761492664777778,-0.52458009687037,-0.424975883669444,-0.216046486042593,-0.304104769277778,-0.171351254935185,-0.461658751944444,-0.643431357222222,-0.331564454198148,-0.19618504837037,-0.645137948611111,-0.281639839996296,-0.684264904,-0.999883217777778,-0.605955083155556,-0.383075706037037,-0.387994013907407,-0.177808771203704,-0.340839087203704,-0.385658699351852,-0.251089858592593,-0.0379680351333333,-0.175138157740741,-0.442654024796296,-0.517338925925926,-0.833553605111111,-0.462500683205556,-0.526645107148148,-0.658972948477778,-0.317856834444444,-0.151382467261296,-0.283068716288333,-0.565940734592593,-0.708373669633333,-0.450876603574074,-0.421776732781481,-0.590641897222222,-0.718580689592593,-0.00405648147407407,-0.194704307492593,-0.311107070187278,-0.395972524444444,-0.209403264862963,-0.38128079962963,-0.364439639388889,-0.661386365609259,-0.908160910555556,-0.693096294537037,-0.330801848855556,-0.375372004837037,-0.527846147333333,-0.391584027888889,-0.208811516185185,-0.285176241144444,-0.685613425574074,-0.952368971851852,-0.822020969092593,-0.716247301274074
10,"standing",-0.953133960454545,-0.626432375284091,-0.448247515681818,-0.649085410295455,-0.82320685,-0.628775670409091,-0.841621397113636,-0.487019819084091,-0.41557767375,-0.516440839931818,-0.577475009090909,-0.230528944490909,-0.528055962022727,-0.193333481602273,-0.360285688727273,-0.536234142454545,-0.436073603915909,-0.180123868613636,-0.407437410136364,-0.464829313931818,-0.720198737840909,-0.739204591068182,-0.303988097086364,-0.364273980454545,-0.604038524272727,-0.247295120661364,-0.326724896272727,-0.765759930045455,-0.612981072727273,-0.0579456550409091,-0.463662162818182,-0.503891728406818,-0.538853681461364,-0.712997698454545,-0.490464490454545,-0.573435715113636,-0.85672363325,-0.574845679568182,-0.342794322863636,-0.190876711022727,-0.705828557909091,-0.965438629318182,-0.714395064431818,-0.395606376,-0.617530192181818,-0.929463798409091,-0.252463539704545,-0.276676552856818,-0.75320272975,-0.622232319738636,-0.294625410563636,-0.386999270477273,-0.533542106068182,-0.353470658972727,-0.740113439340909,-0.937445500454545,-0.546999746940909,-0.438247714977273,-0.410942119568182,-0.232632566681818,-0.129924672931818,-0.42750043825,-0.593769219961364,-0.999731387954545,-0.9963706875,-0.616139311090909
10,"laying",-0.781149459810345,-0.539990983655172,-0.663752750413793,-0.920317323206897,-0.740948046206897,-0.485204560739655,-0.572566357731034,-0.42335617067069,-0.516088656362069,-0.436830150017241,-0.291599028637931,-0.199166603344828,-0.597918999982759,-0.11101144687069,-0.400034932206897,-0.898423837068966,-0.611092640060345,-0.209174207896552,-0.674892244327586,-0.457396133982759,-0.700048403258621,-0.862901930482759,-0.74143209897931,-0.4226210305,-0.200483605431034,-0.0950775165327586,-0.505410647465517,-0.448334370689655,-0.239550469741379,-0.0847311548562069,-0.187168139837931,-0.582561761431034,-0.37078026212069,-0.772311649068966,-0.382717971258621,-0.266675391775862,-0.445451201875862,-0.334183451724138,-0.101817400967241,-0.470403835344828,-0.602609669344828,-0.999679225344828,-0.589223828625862,-0.317885736268966,-0.596378557924138,-0.996662658448276,-0.0949551487258621,-0.407167938231034,-0.452106544068965,-0.269567852189655,-0.158590471191379,-0.500346090948276,-0.39587389187931,-0.632378374341379,-0.743081402172414,-0.508295208972414,-0.276893952293103,-0.667668935931034,-0.767873718862069,-0.491778852348276,-0.174128185655172,-0.41886737,-0.823956795931034,-0.775866789603448,-0.847399120362069,-0.51116961737931
11,"walking",-0.914944162542373,-0.757940504813559,-0.510416055915254,-0.641668231627119,-0.58554157820339,-0.0071598371779661,-0.735966040372881,-0.393722284747458,-0.615100957898305,-0.311373943533898,-0.498650897188136,-0.470245972118644,-0.539722596508475,-0.509649875055932,-0.148068868847458,-0.192557443323729,-0.34749110430339,-0.117025450118644,-0.313918882322034,-0.0525863788644068,-0.285162390627119,-0.44967529979661,-0.677253561457627,-0.927734715084746,-0.429036098074576,-0.579345901728814,-0.717434572779661,-0.489465637677966,-0.457690653372881,-0.725641748762712,-0.603868213271186,-0.427057735449153,-0.999936479152542,-0.539820401157627,-0.592204552577966,-0.150998986238983,-0.456873847120339,-0.577840695,-0.966291845762712,-0.754203467728814,-0.652418283101695,-0.304913840338983,-0.595652147972881,-0.48309263879661,-0.307566092071186,-0.501495114333898,-0.161081920610169,-0.118033097308475,-0.572163192255932,-0.832545118135593,-0.696043445423729,-0.870966691523729,-0.638574083135593,-0.741241753254237,-0.945078319711864,-0.997376186610169,-0.530073211915254,-0.358457072559322,-0.422859722186441,-0.717166746525424,-0.305428178130508,-0.251587392355932,-0.0434032759271186,-0.265311653152542,-0.406227334101695,-0.819409002881356
11,"walking_upstairs",-0.809742444592593,-0.705919322092593,-0.605173213701852,-0.616051830611111,-0.279776787337037,-0.288534465185185,-0.534471214768519,-0.72072572377037,-0.396875043296296,-0.394481470868519,-0.550133688907407,-0.691134853222222,-0.461363993785185,-0.518385600003704,-0.212825462444444,-0.3334424025,-0.366084008055556,-0.351153117962963,-0.0831780691712963,-0.0883476600925926,-0.377713852812963,-0.238223819207407,-0.828419775777778,-0.999930580925926,-0.51831934537037,-0.604514698783333,-0.734080546296296,-0.432610636090741,-0.817959976481481,-0.583684951140741,-0.708966200611111,-0.522952061611111,-0.778882246666667,-0.348822984253704,-0.406465037574074,-0.228481851775741,-0.551749526388889,-0.741808143333333,-0.735367874907407,-0.419726804259259,-0.275052069222222,-0.442216452961111,-0.566025603,-0.581466707740741,-0.528402348788889,-0.848013533518518,-0.0751949985185185,-0.428161973055556,-0.738951724296296,-0.682329853148148,-0.938584947962963,-0.710811431222222,-0.72228343387963,-0.901526311488889,-0.999863160555556,-0.708856250611111,-0.260158066092593,-0.358613958322222,-0.616745963092593,-0.160426782774074,-0.355811924446296,-0.147990663283333,-0.297643963368519,-0.32180737467963,-0.852521200925926,-0.543283828777778
11,"walking_downstairs",-0.998121278478261,-0.738797858673913,-0.358328432586957,-0.55229932541087,-0.415955203717391,-0.134741679717391,-0.7712422785,-0.590132508913043,-0.550296325695652,-0.2858406245,-0.476492693832609,-0.392739784717391,-0.710979671030435,-0.395678261326087,-0.108461748934783,-0.194129854078261,-0.47347955395,-0.0761722624130435,-0.101449331186957,-0.14450213455,-0.297020055717391,-0.487679573478261,-0.890383425108696,-0.714598041543478,-0.511807665165217,-0.589890851717391,-0.65231470401087,-0.5962770495,-0.890274844369565,-0.412366219130435,-0.611076491065217,-0.361746345043478,-0.946830453913043,-0.437257792695652,-0.586910564158696,-0.116755382804348,-0.841535055,-0.742708946152174,-0.776200271521739,-0.632449707630435,-0.37728331523913,-0.545631323826087,-0.477421090021739,-0.83765809623913,-0.51104171673913,-0.364805668086957,-0.210277476326087,-0.293225447108696,-0.571852329826087,-0.89403317173913,-0.997090275,-0.757638561652174,-0.677011665451457,-0.793614477130435,-0.551629829826087,-0.864429960152174,-0.410912493065217,-0.444343682456522,-0.313500382993478,-0.643107499945652,-0.496267911584783,-0.356303121608696,-0.124937942982174,-0.404486383608696,-0.466718563913043,-0.423419118521739
11,"sitting",-0.831044566762264,-0.955271424339623,-0.592275356986792,-0.628528930377358,-0.675056780675472,-0.323562526490566,-0.998794852264151,-0.682353521886792,-0.381916775598113,-0.574267873584906,-0.329810661339623,-0.359836892679245,-0.624258843979245,-0.4947321973,-0.237514725918868,-0.170866179433962,-0.116568052,-0.198575382698113,-0.414115678150943,-0.229246658981132,-0.133979347586792,-0.228342244566038,-0.568258787233962,-0.711972386490566,-0.389072240981132,-0.569040071509434,-0.541190084471698,-0.560568931981132,-0.547813902415094,-0.444335998113208,-0.499479033709434,-0.34611783490566,-0.918057840566038,-0.815921371886792,-0.437188030320755,-0.225353500754717,-0.587048341824528,-0.46537247989434,-0.821169273679245,-0.922271741886793,-0.653728343250943,-0.682636668283019,-0.286878583923774,-0.611072882132075,-0.430013276603774,-0.305094450270755,-0.157159896986792,-0.118473060320755,-0.511918373122642,-0.620536940113208,-0.770198388,-0.705727371396226,-0.518284982075472,-0.617802134275472,-0.692436425528302,-0.944972536037736,-0.764796262830189,-0.514988008964151,-0.127692190169811,-0.385854610566038,-0.53209039490566,-0.344645456679245,-0.0755140049509434,-0.120814691018868,-0.377644384177359,-0.368221016698113
11,"standing",-0.760878042765957,-0.726393427319149,-0.821022536957447,-0.708096929340426,-0.506177819319149,-0.242398249221277,-0.770010298340426,-0.782182512808511,-0.697052995093617,-0.585775675708511,-0.654869728,-0.202733408,-0.700028403806383,-0.526162542868085,-0.411732807361702,-0.162794224557447,-0.354152663006383,-0.000666158191489364,-0.479167642144681,-0.0710467648446809,-0.298445248112766,-0.0752676550680851,-0.660632656404255,-0.68479175627234,-0.604295249978723,-0.205648056808511,-0.56116245406383,-0.427422307157447,-0.359302542501489,-0.563019336978723,-0.407727931212766,-0.223715869510638,-0.819551952,-0.532128761385106,-0.553873198978723,-0.474998486617021,-0.47934173193617,-0.532914032595745,-0.870520039829787,-0.999802150851064,-0.479457457444681,-0.51259362687234,-0.445756622204255,-0.491737435808511,-0.263412199485106,-0.401643577255319,-0.314600935723404,-0.0133622954234043,-0.350197624042553,-0.737347471510638,-0.646582031531915,-0.990451224042553,-0.519882769234043,-0.582047315765957,-0.676211682893617,-0.796934332255319,-0.867120797234043,-0.382684538680851,-0.465199092553191,-0.354913886334043,-0.267057963851064,-0.260531156042553,-0.0649994497021277,-0.168642703170213,-0.359685687744681,-0.577804402237234
11,"laying",-0.837086021245614,-0.996978161052632,-0.694364706807018,-0.513318051578947,-0.565511000701754,-0.247751163698246,-0.866497589105263,-0.715138731631579,-0.652144015752632,-0.621759315347368,-0.27102423577193,-0.480946012964912,-0.564690924982456,-0.718394478526316,-0.220880151268421,-0.250183710561404,-0.186424306035088,-0.293019898929825,-0.187699450168421,-0.190764613596491,-0.188558111631579,-0.23362050684386,-0.653608157175439,-0.814758160403509,-0.219116629008772,-0.481491242045614,-0.469199957754386,-0.242724052719298,-0.581181837,-0.805405202701754,-0.489556604192982,-0.429163899389474,-0.751395200701754,-0.51320849724386,-0.69997817268421,-0.337371876140351,-0.557486407842105,-0.666427756122807,-0.942005850526316,-0.744428917105263,-0.622439682247368,-0.335900759966667,-0.43297377922807,-0.540557188424561,-0.476115917596491,-0.481299293514912,-0.0396319019350877,-0.156896091024561,-0.570206573398246,-0.667927310912281,-0.86120186354386,-0.999825438421053,-0.610752414017544,-0.683883149749825,-0.80004820427193,-0.745946188894737,-0.389431958122807,-0.402523207526316,-0.324063057789474,-0.232303518789474,-0.366346773640351,-0.527318111810526,-0.199973852982456,-0.138162145661404,-0.545662854959649,-0.602119922736842
12,"walking",-0.74536729496,-0.9953200682,-0.4965713259,-0.30834566552,-0.73154436122,-0.9997969146,-0.52523533172,-0.9423917152,-0.81162307559,-0.17271972668,-0.2776242735,-0.471165054894,-0.44991014802,-0.47054801844,-0.24108683322,-0.34680149236,-0.5562491769,-0.5388461567,-0.85732219454,-0.78047806478,-0.43277540752,-0.515593164984,-0.8893326017,-0.79883944172,-0.497196548,-0.330697026712,-0.1138204486,-0.431075722998,-0.447031208938,-0.253811587474,-0.8496152884,-0.525144641198,-0.714742613238,-0.60171456056,-0.0954423579,-0.24080174652,-0.67722157654,-0.86198548012,-0.37807095378,-0.27509648284,-0.559698709704,-0.5653932930524,-0.79599322432,-0.78432758178,-0.55442572228,-0.58309115518,-0.35721641376,-0.117074298808,-0.324716801024,-0.54738829938,-0.349734666026,-0.10403824754,-0.9193675748,-0.7548692018,-0.356762889864,-0.6756820211,-0.8646043678,-0.63306179768,-0.88105570126,-0.793804457832,-0.43339664108,-0.174203178106,-0.5308260434,-0.607451849574,-0.65436609216,-0.73217123724
12,"walking_upstairs",-0.733512948423077,-0.788048013711538,-0.577454953696154,-0.448961461519231,-0.804607424942308,-0.763441185769231,-0.831616555923077,-0.774351099288462,-0.682303893192308,-0.195270481807692,-0.491846777826923,-0.487483332865385,-0.419985105038462,-0.443672969980769,-0.223052718669231,-0.372025864461538,-0.379978060346154,-0.431179092038462,-0.999846229423077,-0.560080251098846,-0.270307156036538,-0.740458260326923,-0.999200480384615,-0.530820566942308,-0.588907807307692,-0.540824486348077,-0.183661983288462,-0.251024426673077,-0.387787358630769,-0.488520925375,-0.4364124206375,-0.521573368557692,-0.522192806437692,-0.464687663440385,-0.0839878871730769,-0.468248571369808,-0.844937060896154,-0.661451412490385,-0.475129991692308,-0.115976922423077,-0.280833526992308,-0.481206272373077,-0.730991375692308,-0.637134258403846,-0.394191865646154,-0.514368991596154,-0.428528373288462,-0.1462664356265,-0.089250761,-0.648483906346154,-0.592016258038462,-0.210478785788462,-0.705540563211538,-0.426336918769231,-0.474396814992308,-0.880003829096154,-0.695478610992308,-0.441918050736538,-0.999771729423077,-0.432826833788462,-0.610437218519231,-0.257595169442308,-0.462020470384615,-0.572716018,-0.665061536438462,-0.932561399057692
12,"walking_downstairs",-0.547524434369565,-0.95153100026087,-0.685809761195652,-0.447601210717391,-0.547785563565217,-0.934319980086956,-0.823768424086956,-0.77267249226087,-0.478417586995652,-0.191004205282609,-0.434393372608696,-0.417212295608696,-0.4516268685,-0.527993834434783,-0.31386328173913,-0.316590126478261,-0.504716629782609,-0.543793187478261,-0.708424407021739,-0.457455023891304,-0.590671288978261,-0.565275285673913,-0.666257870717391,-0.564958138292826,-0.808524957391304,-0.493047797108696,-0.13286048945,-0.268046252108696,-0.789517594130435,-0.4926630675,-0.581650309845652,-0.810563881869565,-0.650390587652174,-0.461187350741304,-0.19552897291087,-0.451346755173913,-0.768482681108696,-0.673700937565217,-0.578664957608696,-0.327122289191304,-0.564850040869565,-0.568549279804348,-0.759398638456522,-0.716435529336957,-0.520614974717391,-0.477520554750435,-0.347079935391304,-0.133189614934783,-0.201857405978261,-0.825305629565217,-0.481915831934783,-0.15430591345,-0.789613933717391,-0.556106359034783,-0.516501555840435,-0.813794713695652,-0.745361972543478,-0.561616052434783,-0.605786246043478,-0.61491337823913,-0.343667523152174,-0.0347050697391304,-0.21427439228913,-0.763707723695652,-0.515113737891304,-0.99979056826087
